,Product,Quantity,Price,Grocery Store,Neighborhood,City
986,5,1.0,9.83,4,1,1
987,5,1.0,12.331666666666665,4,1,1
988,5,1.0,11.166666666666666,4,7,1
989,5,1.0,14.92,4,3,1
990,5,1.0,12.69,4,6,1
991,5,1.0,13.166666666666666,4,7,1
992,5,1.0,9.166666666666666,4,6,1
993,5,1.0,9.166666666666666,4,4,1
994,5,1.0,9.165833333333333,4,8,1
995,5,1.0,19.0,5,5,3
996,5,1.0,13.8,5,5,3
997,5,1.0,25.0,5,11,3
998,5,1.0,15.8,5,15,3
999,5,1.0,295.45454545454544,5,5,3
1000,5,1.0,12.4,1,15,3
1001,5,1.0,9.17,1,9,1
1002,5,1.0,17.0,1,13,3
1003,5,1.0,27.0,1,11,3
1004,5,1.0,23.8,1,14,3
1005,5,1.0,450.0,1,12,3
1006,5,1.0,10.25,1,8,1
1007,5,1.0,13.9,1,8,1
1008,5,1.0,10.55,1,8,1
1009,5,1.0,10.833333333333334,1,7,1
1010,5,1.0,11.0,1,8,1
1011,5,1.0,10.25,1,2,1
1012,5,1.0,12.916666666666666,1,2,1
1013,5,1.0,17.333333333333332,1,7,1
1014,5,1.0,17.333333333333332,1,7,1
1015,5,1.0,9.833333333333334,2,7,1
1016,5,1.0,12.083333333333334,2,1,1
1017,5,1.0,13.17,2,9,1
1018,5,1.0,14.97,2,3,1
1019,5,1.0,14.83,2,8,1
1020,5,1.0,27.416666666666668,2,7,1
1021,5,1.0,25.96166666666667,3,10,2
1022,5,1.0,25.96166666666667,3,10,2
1023,5,1.0,9.17,4,1,1
1024,5,1.0,12.331666666666665,4,6,1
1025,5,1.0,9.833333333333334,4,9,1
1026,5,1.0,9.17,4,1,1
1027,5,1.0,11.331666666666665,4,1,1
1028,5,1.0,9.166666666666666,4,7,1
1029,5,1.0,13.15,4,3,1
1030,5,1.0,9.83,4,6,1
1031,5,1.0,15.0,4,7,1
1032,5,1.0,12.333333333333334,4,6,1
1033,5,1.0,9.166666666666666,4,4,1
1034,5,1.0,11.331666666666665,4,8,1
1035,5,1.0,9.6,5,5,3
1036,5,1.0,9.6,5,5,3
1037,5,1.0,19.34,5,11,3
1038,5,1.0,15.8,5,15,3
1039,5,1.0,230.0,5,5,3
1040,5,1.0,10.4,1,15,3
1041,5,1.0,10.25,1,9,1
1042,5,1.0,17.0,1,13,3
1043,5,1.0,28.0,1,11,3
1044,5,1.0,17.0,1,14,3
1045,5,1.0,675.0,1,12,3
1046,5,1.0,8.416666666666666,1,8,1
1050,5,1.0,7.86,1,8,1
1051,5,1.0,10.133333333333333,1,2,1
1053,5,1.0,13.333333333333334,1,7,1
1054,5,1.0,1.5,1,7,1
1055,5,1.0,13.816666666666668,2,7,1
1056,5,1.0,8.25,2,1,1
1057,5,1.0,14.02,2,9,1
1058,5,1.0,12.3,2,3,1
1059,5,1.0,14.91,2,8,1
1060,5,1.0,14.916666666666666,2,7,1
1061,5,1.0,15.556666666666667,3,10,2
1062,5,1.0,15.556666666666667,3,10,2
1063,5,1.0,11.33,4,1,1
1066,5,1.0,12.33,4,1,1
1067,5,1.0,9.833333333333334,4,1,1
1069,5,1.0,18.22,4,3,1
1071,5,1.0,14.083333333333334,4,7,1
1072,5,1.0,10.0,4,6,1
1074,5,1.0,12.331666666666665,4,8,1
1075,5,1.0,15.8,5,5,3
1076,5,1.0,10.6,5,5,3
1077,5,1.0,17.8,5,11,3
1078,5,1.0,17.8,5,15,3
1079,5,1.0,263.33333333333337,5,5,3
1080,4,1.0,460.0,1,15,3
1081,4,1.0,239.9,1,9,1
1082,4,1.0,460.0,1,13,3
1083,4,1.0,1326.6666666666667,1,11,3
1084,4,1.0,433.33333333333337,1,14,3
1085,4,1.0,433.33333333333337,1,12,3
1086,4,1.0,259.9,1,8,1
1087,4,1.0,296.0,1,8,1
1088,4,1.0,260.4,1,8,1
1089,4,1.0,372.0,1,7,1
1090,4,1.0,259.0,1,8,1
1091,4,1.0,229.0,1,2,1
1092,4,1.0,116.0,1,2,1
1093,4,1.0,124.9,1,7,1
1094,4,1.0,124.90514905149053,1,7,1
1095,4,1.0,293.9,2,7,1
1096,4,1.0,372.0,2,1,1
1097,4,1.0,372.0,2,9,1
1098,4,1.0,372.0,2,3,1
1099,4,1.0,372.0,2,8,1
1100,4,1.0,216.0,2,7,1
1101,4,1.0,1237.4115945607505,3,10,2
1102,4,1.0,1237.4115945607505,3,10,2
1103,4,1.0,312.9,4,1,1
1104,4,1.0,188.9,4,6,1
1106,4,1.0,312.9,4,1,1
1107,4,1.0,312.9,4,1,1
1109,4,1.0,372.0,4,3,1
1110,4,1.0,339.99,4,6,1
1111,4,1.0,372.00607902735567,4,7,1
1112,4,1.0,312.9,4,6,1
1113,4,1.0,310.0,4,4,1
1114,4,1.0,338.90000000000003,4,8,1
1115,4,1.0,1237.5,5,5,3
1116,4,1.0,632.0,5,5,3
1117,4,1.0,540.0,5,11,3
1118,4,1.0,712.0,5,15,3
1119,4,1.0,498.40255591054313,5,5,3
1120,4,1.0,500.0,1,15,3
1121,4,1.0,304.9,1,9,1
1122,4,1.0,600.0,1,13,3
1123,4,1.0,1266.6666666666667,1,11,3
1124,4,1.0,460.0,1,14,3
1125,4,1.0,460.0,1,12,3
1126,4,1.0,304.9,1,8,1
1127,4,1.0,204.0,1,8,1
1128,4,1.0,277.9,1,8,1
1131,4,1.0,189.0,1,2,1
1133,4,1.0,198.9,1,7,1
1134,4,1.0,204.89534883720933,1,7,1
1135,4,1.0,348.9,2,7,1
1138,4,1.0,401.0,2,3,1
1141,4,1.0,549.1939893119809,3,10,2
1142,4,1.0,549.1939893119809,3,10,2
1149,4,1.0,369.0,4,3,1
1151,4,1.0,179.8973607038123,4,7,1
1153,4,1.0,280.5,4,4,1
1154,4,1.0,333.22499999999997,4,8,1
1155,4,1.0,632.0,5,5,3
1156,4,1.0,560.0,5,5,3
1157,4,1.0,500.0,5,11,3
1158,4,1.0,1187.5,5,15,3
1159,4,1.0,926.6666666666667,5,5,3
1160,4,1.0,434.5679012345679,1,15,3
1162,4,1.0,1266.6666666666667,1,13,3
1163,4,1.0,1080.0,1,11,3
1164,4,1.0,460.0,1,14,3
1165,4,1.0,434.5679012345679,1,12,3
1167,4,1.0,240.0,1,8,1
1171,4,1.0,247.9,1,2,1
1173,4,1.0,264.9,1,7,1
1174,4,1.0,134.89726027397262,1,7,1
1178,4,1.0,345.0,2,3,1
1189,4,1.0,389.0,4,3,1
1191,4,1.0,285.0,4,7,1
1194,4,1.0,427.3648648648648,4,8,1
1195,4,1.0,500.0,5,5,3
1198,4,1.0,463.33333333333337,5,15,3
1199,4,1.0,1187.5,5,5,3
